,Naam,Gemeente,"Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Omzet
EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",WCM - Naam,Telefoon,E-mail adres,"BvD ID
nummer","Netto toegevoegde waarde
EUR
Laatst beschikb. jr",Ondernemingsnummer,Adres,Postcode,Web adres,"Ibid, omschrijving",Beursnotatie
233,ALURAL LUMMEN,LUMMEN,170,20868812,17132753,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 35 85 60,,BE0449628652,12688730,0449 628 652,Dellestraat 16,3560,www.alural.be,Oppervlaktebehandeling van metalen,Niet beursgenoteerd
234,ALL-FREEZ,MAASMECHELEN,53,20839640,9688463,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 77 90 30,,BE0423178534,3617235,0423 178 534,Scheepstraat 11,3630,www.incopack.be,Verwerking en conservering van vis en van schaal- en weekdieren,Niet beursgenoteerd
235,AVNET LOGISTICS,TONGEREN,232,20786136,25343354,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 24 27 11,,BE0894636344,14625300,0894 636 344,Limesweg 4,3700,,Opslag in koelpakhuizen en overige opslag,Niet beursgenoteerd
236,GRIZACO,HASSELT,53,20634959,7233545,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 26 04 44,ekeijers@eurovia.com,BE0401302757,3293540,0401 302 757,Scheepvaartkaai 4,3500,www.eurovia.com,Bouw van autowegen en andere wegen,Niet beursgenoteerd
237,HAVEN GENK,GENK,59,20429186,12453958,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 30 06 60,info@havengenk.be,BE0401350564,4830983,0401 350 564,Kolenhavenstraat 6,3600,www.havengenk.be,"Overige vrachtbehandeling, exclusief in zeehavens",Niet beursgenoteerd
238,AVANT MACHINERY,SINT-TRUIDEN,13,20350281,9925293,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 68 78 65,,BE0474042463,2442959,0474 042 463,Tiensesteenweg 240,3800,www.toratrack.be,"Groothandel in andere machines en werktuigen, n.e.g.",Niet beursgenoteerd
239,METAALWERKEN GIJBELS,EKSEL,43,20173680,10445954,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 73 03 00,info@ivogijbels.be,BE0446622147,5541405,0446 622 147,Borgveld 3,3940,www.ivogijbels.be,Vervaardiging van machines voor de metaalbewerking,Niet beursgenoteerd
240,SMEETS & ZONEN,BREE,34,20098756,15442120,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 30 17 00,info@smz.be,BE0415896804,2568660,0415 896 804,Industrieterr.Kanaal-Noord 1157,3960,www.smeets-trucks.be,"Detailhandel in andere motorvoertuigen (> 3,5 ton)",Niet beursgenoteerd
241,MACHIELS BUILDING SOLUTIONS,HASSELT,81,20082079,17498634,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 23 05 00,,BE0816885696,6150969,0816 885 696,Ekkelgaarden 16,3500,www.machiels.com,Vervaardiging van ander schrijn- en timmerwerk,Niet beursgenoteerd
242,ESSEC TELECOM CENTER,PAAL,40,20054400,7785084,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 45 04 60,essec@essec.be,BE0441787092,2599339,0441 787 092,Schoebroekstraat 48,3583,www.essec.be,Vervaardiging van communicatieapparatuur,Niet beursgenoteerd
243,EURODESSERTS,BERINGEN,57,19973479,14404744,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 45 07 90,eurodesserts@eurodesserts.be,BE0441584085,6197546,0441 584 085,Lochtemanweg 4,3580,www.incopack.be/eurodessert/home.html,"Vervaardiging van cacao, chocolade en suikerwerk",Niet beursgenoteerd
244,BETONFABRIEK PAESEN,HOUTHALEN,37,19969579,9949894,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 52 36 54,info@paesenbeton.be,BE0420312084,3944043,0420 312 084,Centrum-Zuid 2007,3530,,Vervaardiging van stortklare beton,Niet beursgenoteerd
245,DE VOORZORG,HASSELT,87,19961147,8221186,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 26 34 50,cvdevoorzorg@apvoorzorghasselt.be,BE0401364224,5389997,0401 364 224,Walenstraat 77,3500,,Apotheken,Niet beursgenoteerd
246,GARAGE TEUNKENS,BEVERLO,3,19880869,5925465,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 24 70 30,teunkens@toyotabelgium.net,BE0436975102,277346,0436 975 102,Koolmijnlaan 408,3581,www.toyota.be/teunkens,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
247,DIRESCO,OUDSBERGEN,72,19797672,16581211,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 484 388 004,diresco@skynet.be,BE0422798650,8083511,0422 798 650,Industrieweg-Noord 1134,3660,www.diresco.be,Vervaardiging van artikelen van beton voor de bouw,Niet beursgenoteerd
248,A.T.L. - RENTING,TESSENDERLO,20,19700432,74389633,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 3 569 03 07,info@atlrenting.be,BE0459913721,17866760,0459 913 721,Industrieweg 122,3980,www.atlrenting.be,"Verhuur en lease van vrachtwagens en overige motorvoertuigen (> 3,5 ton)",Niet beursgenoteerd
249,ACA IT - SOLUTIONS,HASSELT,111,19697599,7928408,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 26 50 10,hasselt@aca.it,BE0439340516,9542868,0439 340 516,Herkenrodesingel 8B b.2.01,3500,www.aca-it.be,Computerconsultancy-activiteiten,Niet beursgenoteerd
250,LUX LOGISTICS,BORGLOON,77,19611628,10033964,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 74 14 14,info@transport-lux.be,BE0406853335,5692546,0406 853 335,Sint-Truidersteenweg 305,3840,www.transport-lux.be,"Goederenvervoer over de weg, m.u.v. verhuisbedrijven",Niet beursgenoteerd
251,DILIEN METAALWERKEN,HOUTHALEN,49,19588028,9009030,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 52 02 60,dilien@dilien.com,BE0416644395,3219616,0416 644 395,Centrum-Zuid 3219,3530,www.dilien.com,Vervaardiging van metalen constructiewerken en delen daarvan,Niet beursgenoteerd
252,PRACTIMED,TESSENDERLO,103,19497406,40011977,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 67 07 30,,BE0401339577,10571466,0401 339 577,Groenstraat 27,3980,www.practimed.be,Activiteiten van medische laboratoria,Niet beursgenoteerd
253,TRANS - EUROP,SINT-TRUIDEN,43,19492114,7865359,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 68 13 18,info@trans-europ.be,BE0404400522,4396198,0404 400 522,Industrielaan 3320,3800,www.trans-europ.be,"Goederenvervoer over de weg, m.u.v. verhuisbedrijven",Niet beursgenoteerd
254,DECOSTER DOMINIQUE,HOUTHALEN-HELCHTEREN,45,19465109,10588322,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 60 65 81,,BE0433860610,3570196,0433 860 610,Grote Baan 572,3530,www.decosternv.be,Bouwrijp maken van terreinen,Niet beursgenoteerd
255,PRETON,ZOLDER,62,19430056,12623914,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 52 55 85,info@preton.be,BE0879374284,4937172,0879 374 284,Mijnwerkerslaan 15,3550,www.preton.be,Vervaardiging van artikelen van beton voor de bouw,Niet beursgenoteerd
256,SERVINTER,HASSELT,91,19318051,10799787,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 28 17 80,,BE0468456649,3992693,0468 456 649,Zeilstraat 12,3500,www.servilux.be,Reparatie van consumentenelektronica,Niet beursgenoteerd
257,NEW GREEN,BORGLOON,3,19185666,6232630,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 45 67 24,,BE0806466611,380793,0806 466 611,Neremstraat 2,3840,newgreencvba.be,"Groothandel in groenten en fruit, m.u.v. consumptieaardappelen",Niet beursgenoteerd
258,GARAGE PEERLINGS,PELT,14,19177714,5859385,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 64 24 84,dealer@peerlings.be,BE0443739366,1306153,0443 739 366,Lindelsebaan 46,3900,www.peerlings.be,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
259,MIREILLE,HEUSDEN (LIMB.),221,19147441,10277069,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 52 00 46,sales@mireille.be,BE0415148815,10602456,0415 148 815,Pastoor Paquaylaan 186,3550,www.mireille.be,Activiteiten van wasserettes en wassalons ten behoeve van particulieren,Niet beursgenoteerd
260,FLANDERS MAKE,LOMMEL,140,19138349,102839605,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 79 05 90,,BE0860286268,13386500,0860 286 268,Oude Diestersebaan 133,3920,www.flandersmake.be,Overig speur- en ontwikkelingswerk op natuurwetenschappelijk  gebied,Niet beursgenoteerd
261,KREON,OUDSBERGEN,69,19105915,28059093,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 81 97 80,info@kreon.be,BE0422344235,3321634,0422 344 235,Industrieweg-Noord 1152,3660,www.kreon.com,Groothandel in verlichtingsapparatuur,Niet beursgenoteerd
262,CELIS HASSELT,HASSELT,19,18961930,11032173,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 21 17 80,aclhasselt@skynet.be,BE0474933477,1899904,0474 933 477,Hendrik van Veldekesingel 39,3500,www.aclhasselt.be,"Groothandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
263,SABIC BELGIUM,GENK,90,18881083,76731830,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 57 47 00,info.dso-be@dsm.com,BE0402000464,13110433,0402 000 464,Geleenlaan 35,3600,www.sabic.eu,Vervaardiging van andere producten van kunststof,Niet beursgenoteerd
264,ROAM TECHNOLOGY,GENK,23,18867625,12233206,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 486 372 156,info@roamtechnology.com,BE0425767642,6830442,0425 767 642,Geleenlaan 24,3600,www.roamtechnology.com/about-us,Vervaardiging van andere anorganische chemische basisproducten,Niet beursgenoteerd
265,AMPTEC,DIEPENBEEK,35,18729354,11335950,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 28 62 60,sales@amptec.be,BE0442333460,2681562,0442 333 460,Duifhuisweg 11,3590,www.amptec.be,"Groothandel in andere machines en werktuigen, n.e.g.",Niet beursgenoteerd
266,BOSE BELGIUM,TONGEREN,194,18711115,25870853,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 39 08 00,info@bose.com,BE0415969355,16787779,0415 969 355,Limesweg 2,3700,www.bose.com,Groothandel in opgenomen beeld- en geluidsdragers,Niet beursgenoteerd
267,EXECON,LUMMEN,26,18682797,11005806,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 29 30 47,,BE0873249725,2121578,0873 249 725,Bosstraat 54 b.6,3560,www.execon.be,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
268,KLIUM,HASSELT,10,18645264,2274739,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 3 740 00 41,,BE0866903252,952700,0866 903 252,Ekkelgaarden 26,3500,,"Groothandel in elektrisch materiaal, inclusief installatiemateriaal",Niet beursgenoteerd
269,DAW BELGIUM,ZOLDER,29,18572191,15210027,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 60 56 30,info@caparol.be,BE0420303869,4502922,0420 303 869,Koeltorenlaan 2,3550,www.daw.be,"Groothandel in bouwmaterialen, algemeen assortiment",Niet beursgenoteerd
270,EUROPOWER GENERATORS,NIEUWERKERKEN (LIMB.),28,18474786,6759881,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 58 61 61,info@europowergenerators.com,BE0429593895,3016000,0429 593 895,Tegelrijstraat 175,3850,www.europowergenerators.com,Vervaardiging van elektromotoren en van elektrische generatoren en transformatoren,Niet beursgenoteerd
271,MALLANTS,LEOPOLDSBURG,24,18452579,5879955,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 40 22 06,info@mallants.be,BE0426114466,1989195,0426 114 466,Wielerbaanstraat 23,3970,www.mallants.be,"Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment",Niet beursgenoteerd
272,GOBO INTERNATIONAL,LANAKEN,65,18448054,11587089,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 71 00 11,info@gobointernational.be,BE0403877811,4679751,0403 877 811,Tongersesteenweg 53,3620,www.gobointernational.be,"Goederenvervoer over de weg, m.u.v. verhuisbedrijven",Niet beursgenoteerd
273,CORAM SUPPLY CHAIN,PELT,33,18430704,18789879,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0667878751,2534916,0667 878 751,Stuifzandstraat 38,3900,,Groothandel in sanitair,Niet beursgenoteerd
274,ATEN INFOTECH,ZOLDER,26,18318067,7949446,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 53 15 43,sales@aten.be,BE0473293187,2374137,0473 293 187,Mijnwerkerslaan 34,3550,www.aten.com.tw,"Groothandel in computers, randapparatuur en software",Niet beursgenoteerd
275,GARAGE HAESEN,DONK,24,18307472,6358595,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 44 12 26,,BE0473139274,1677749,0473 139 274,Grote Baan 20,3540,www.garagehaesen.be,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
276,SCHOOFS,HOEPERTINGEN,45,18233577,8878392,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 74 15 71,info@schoofsbouw.be,BE0408224993,4413521,0408 224 993,Daalhofstraat 45,3840,www.schoofsbouw.be,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
277,PUNCH METALS,HAMONT,119,18177037,18160098,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 39 93 00,info@punchmetals.com,BE0461823334,5038019,0461 823 334,Nobelstraat 2,3930,www.punchmetals.com,Vervaardiging van andere delen en toebehoren van motorvoertuigen,Niet beursgenoteerd
278,CORDIER BE,HASSELT,28,18174154,6573059,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 28 19 57,info@hasseltmillesime.be,BE0439804928,5793986,0439 804 928,Ekkelgaarden 6 A,3500,www.hasseltmillesime.be,Vervaardiging van wijn uit druiven,Niet beursgenoteerd
