,Naam,Gemeente,"NACE BEL 2008,
primaire code","Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Turnover LY
dz EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",Ondernemingsnummer,Postcode,Adres,Telefoon,Web adres,E-mail adres
1747.,AVR INVEST,ADINKERKE,47260,11,"24,517","8,465,118",0831 529 134,8660,Duinkerkekeiweg 22,+32 58 42 09 20,www.realtobacco.be,
1748.,THE SELFMADE COMPANY,SCHILDE,47521,51,"24,502","7,171,490",0422 327 211,2970,Turnhoutsebaan 405,+32 3 410 11 00,,
1749.,KAREL STERCKX,ROESELARE,20140,49,"24,490","29,254,984",0440 246 673,8800,Kachtemsestraat 330,+32 51 26 55 80,www.sterckx.com,info@sterckx.com
1750.,ORBID,MERELBEKE,62010,125,"24,489","11,096,022",0463 174 208,9820,Guldensporenpark 29 b.C,+32 9 272 99 11,www.aura-online.be/,klantenrelaties@orbid.be
1751.,VANGUARD LOGISTICS SERVICES BELGIUM,ANTWERPEN,52290,45,"24,483","25,785,244",0426 705 275,2030,Romeynsweel 8,+32 3 543 18 00,www.confreight-group.com,confreight_be@confreight-group.com
1752.,GEBR. HERMANS,STEENHUFFEL,46731,10,"24,477","10,789,656",0426 779 313,1840,Steenhuffeldorp 60,+32 52 30 91 04,www.gebr-hermans.be,info@gebr-hermans.be
1753.,X²O BRABANT,GENT,47527,25,"24,466","14,362,587",0733 853 597,9000,Foreestelaan 80,+32 50 32 82 00,,
1754.,DE STOOP,WAREGEM,46321,18,"24,466","6,270,101",0414 933 435,8790,Eugène Bekaertlaan 14,+32 56 68 89 87,,
1755.,PAESEN TRUCKS PEER,WIJCHMAAL,45191,27,"24,462","13,212,880",0419 180 649,3990,Achterstraat 36,+32 11 63 33 11,www.paesentrucks.be,administratie-verkoop@paesen-peer.vtrucks.be
1756.,GFK BELGIUM,LEUVEN,73200,116,"24,458","16,795,020",0447 797 629,3000,Arnould Nobelstraat 42,+32 16 74 24 24,www.significant.be,info@significant.be
1757.,BAE SYSTEMS APPLIED INTELLIGENCE (BELGIUM),HEVERLEE,62010,15,"24,443","30,620,959",0465 095 006,3001,Geldenaaksebaan 329,+32 9 269 25 25,www.norkom.com,
1758.,AQUA.COM,HERENTALS,46699,12,"24,431","14,025,581",0449 488 397,2200,Diamantstraat 1,+32 14 23 22 70,www.aqua-com.be,water@cwgeu.be
1759.,ALFA TECHNICAL INSTALLATIONS,LOKEREN,32990,82,"24,426","8,107,622",0442 538 645,9160,Spieveldstraat 51,+32 9 310 20 50,www.alfati.be,info@alfati.be
1760.,DAMOVO TECHNOLOGY SERVICES,SINT-STEVENS-WOLUWE,42220,85,"24,425","26,037,489",0882 831 147,1932,Lenneke Marelaan 8,+32 2 708 82 11,,
1761.,SANICO,TURNHOUT,21201,117,"24,423","24,447,606",0404 190 288,2300,Veedijk 59,+32 14 42 46 71,,
1762.,GARAGE VAN KASTEREN,SINT-NIKLAAS,45113,39,"24,412","10,424,690",0416 309 152,9100,Bellestraat 46,+32 3 780 58 74,www.vankasteren.be,info@vankasteren.be
1763.,VERGOTTE GARAGE-KARROSSERIE,WAREGEM,45113,19,"24,412","9,436,284",0407 820 365,8790,Vijfseweg 10,+32 56 62 21 50,www.vergotte.be/?page=contact,
1764.,AFRIMA,HEVERLEE,45204,228,"24,401","15,453,811",0401 904 751,3001,Neringenweg 44,+32 78 35 36 88,www.jbcar.be,
1765.,SG LIGHTING,MECHELEN,47592,19,"24,399","16,047,955",0424 997 481,2800,Blokhuisstraat 47,+32 15 20 72 71,www.sg-as.com,
1766.,E.D. & A.,KALMTHOUT,26110,79,"24,387","16,491,614",0459 777 129,2920,Franseweg 20,+32 3 620 18 18,www.edna.be,info@edna.be
1767.,BIDFOOD HORECA SERVICE,BERINGEN,46392,100,"24,379","20,253,233",0451 767 107,3580,Lochtemanweg 10,+32 11 45 85 55,www.bestfood.be,info@bestfood.be
1768.,HEDIN AUTOMOTIVE BOORTMEERBEEK,SINT-NIKLAAS,45310,22,"24,345","5,690,201",0438 858 088,9100,Industriepark-Noord 2,+32 15 52 06 31,www.vertommen-cars.be,rudi.vertommen@vertommen.mercedes-benz.be
1769.,ORBIX PRODUCTIONS,GENK,38322,50,"24,322","16,951,314",0477 301 960,3600,Henry Fordlaan 84,+32 89 32 10 00,,
1770.,ROGIERS DENDERMONDE,DENDERMONDE,45113,20,"24,316","7,937,230",0414 434 676,9200,Hoogveld 23,+32 52 49 94 00,www.garagerogiers.be,
1771.,PRODATA SYSTEMS,ZAVENTEM,62010,42,"24,298","20,882,900",0440 587 460,1930,Leuvensesteenweg 540 b.3,+32 2 722 13 11,www.prodata-systems.com,info@prodata-systems.be
1772.,VERVOER VAN DIEVEL,MECHELEN,49410,156,"24,280","13,187,593",0403 694 501,2800,Generaal De Wittelaan 1,+32 15 30 80 00,www.vandievel-transport.be,
1773.,ROBBERECHTS,TURNHOUT,31010,9,"24,270","3,114,105",0423 718 170,2300,Slachthuisstraat 21,+32 14 44 84 00,www.robberechts.be,
1774.,NEORIA,EDEGEM,62020,17,"24,269","17,034,019",0808 064 240,2650,Prins Boudewijnlaan 41,+32 3 451 23 82,www.neoria.be,
1775.,WITZENMANN BENELUX,OELEGEM,24200,162,"24,259","10,309,470",0428 225 108,2520,Ter Stratenweg 13,+32 3 470 11 20,www.witzenmann.be,
1776.,THERMO FISHER SCIENTIFIC,MERELBEKE,46696,49,"24,224","108,700,474",0449 564 217,9820,Guldensporenpark 26,+32 9 272 54 82,www.thermo.com,analyze.be@thermo.com
1777.,ELEMASTER NV,ZONHOVEN,46520,15,"24,216","37,568,993",0442 683 155,3520,Senator A. Jeurissenlaan 1013,+32 11 22 04 54,www.gdmelectronics.com,sales@gdmelectronics.com
1778.,XPLORE GROUP,KONTICH,62010,25,"24,214","31,901,683",0865 300 673,2550,Veldkant 33 A,+32 3 871 99 66,xploregroup.be,
1779.,BROUWLAND,BEVERLO,47299,72,"24,209","9,268,478",0412 461 618,3581,Korspelsesteenweg 86,+32 11 40 14 08,www.brouwland.com,
1780.,ALGEMENE ELECTRISCHE ONDERNEMINGEN KAMIEL VERSTRAETE EN ZOON,JABBEKE,43211,140,"24,194","19,079,964",0406 914 703,8490,Lettenburgstraat 4,+32 484 592 271,www.verstraete-ent.com,info@verstraete-ent.com
1781.,OPTECO,ZONHOVEN,43211,17,"24,192","15,508,365",0500 511 189,3520,Senator A. Jeurissenlaan 1020,+32 11 36 04 36,,
1782.,AUTOMOBIEL CENTER PUURS,PUURS-SINT-AMANDS,45113,34,"24,191","7,144,742",0674 739 522,2870,de Buisseretlaan 51,+32 3 860 61 60,,
1783.,MEYVAERT,GENT,23120,49,"24,163","12,139,230",0400 098 274,9000,Zeilschipstraat 9,+32 9 225 54 27,www.meyvaert.be,info@meyvaert.be
1784.,VANGEEL WEGENBOUW,TURNHOUT,42110,89,"24,156","20,293,418",0453 547 353,2300,Bleukenlaan 19,+32 14 47 27 47,vangeelwegenbouw.be,info@vangeelwegenbouw.be
1785.,ANIMA VLAANDEREN,MECHELEN,87301,240,"24,153","8,649,337",0698 940 725,2800,Zandvoortstraat 27,+32 15 28 77 40,,
1786.,LIMAGRAIN BELGIUM,KERKHOVE,46216,35,"24,143","10,745,261",0449 920 048,8581,Kaaistraat 5,+32 55 39 02 21,www.clovis-matton.be,secretariat@clovis-matton.be
1787.,WILBERT,WILLEBROEK,47114,28,"24,126","5,005,737",0655 871 042,2830,Dendermondsesteenweg 168 b.A,+32 3 886 41 30,,
1788.,DELIDIS,GIERLE,46319,25,"24,119","5,431,619",0404 172 472,2275,Kloosterstraat 58,+32 14 55 84 40,www.delidis.be,
1789.,TER MOLST INTERNATIONAL,OOSTROZEBEKE,13200,96,"24,112","18,562,064",0457 432 796,8780,Molstenstraat 42,+32 56 67 46 46,www.termolst.be,info@termolst.be
1790.,JAEGERSON,BEERNEM,25620,105,"24,090","13,279,074",0426 405 466,8730,Industriepark 27,+32 50 79 11 35,www.jaegerson.be,
1791.,MODEMAKERS FASHION,TEMSE,47716,38,"24,085","13,970,132",0476 590 989,9140,Kapelanielaan 17,+32 3 886 59 02,www.modemakers.com,administratie@modemakers.be
1792.,SPIROMATIC,NAZARETH,28250,86,"24,054","20,125,027",0428 914 105,9810,Karreweg 1,+32 9 381 87 00,www.spiromatic.com,info@spiromatic.com
1793.,GARAGE FELIX,SINT-LENAARTS,45113,21,"24,053","7,071,038",0450 890 444,2960,Heiken 66,+32 3 660 26 00,www.felixcar.be,info@felixcar.be
1794.,PROCESS AUTOMATION SOLUTIONS,MELSELE,70220,143,"24,045","16,824,100",0467 211 881,9120,Schaarbeekstraat 23 b.C,+32 496 759 674,,
1795.,MAINFREIGHT LOGISTIC SERVICES BELGIUM,OOSTENDE,49410,239,"24,035","14,972,642",0452 373 851,8400,Zandvoordestraat 405,+32 59 40 04 00,www.maenhout.be,sales@maenhout.be
1796.,NIKON METROLOGY,HEVERLEE,71121,59,"24,026","72,239,549",0463 581 707,3001,Interleuvenlaan 86,+32 16 74 01 00,www.metris.be,
1797.,AURIA SOLUTIONS BELGIUM,GROBBENDONK,13930,74,"24,018","9,708,109",0459 976 968,2280,Bouwelven 9,+32 14 25 74 00,www.stankiewicz.de,
1798.,CANALCO,GROBBENDONK,42211,97,"24,011","17,314,528",0406 867 983,2280,'t Vlot 1,+32 3 466 01 60,www.canalco.be,info@canalco.be
1799.,ROYAL BOTANIA,NIJLEN,31092,42,"24,008","22,040,512",0447 099 427,2560,Elsendonkstraat 146,+32 3 411 22 85,www.royalbotania.com,info@royalbotania.com
1800.,GARAGE DE PRIL,OPHASSELT,45111,21,"24,002","6,745,599",0700 660 791,9500,Herenveld 12,+32 54 41 24 50,,
1801.,MICROTHERM,SINT-NIKLAAS,23690,156,"23,980","22,198,655",0407 566 878,9100,Industriepark-Noord 1,+32 3 760 19 80,www.microthermgroup.com,sales@microtherm.be
1802.,RR INTERIEUR,KNOKKE,46494,17,"23,977","12,826,169",0471 964 683,8300,Natiënlaan 123,+32 50 62 26 33,www.rrinterieur.be,info@rrinterieur.be
1803.,FAGRON BELGIUM,NAZARETH,46460,59,"23,970","11,937,154",0403 767 052,9810,Venecoweg 20 b.A,+32 9 216 24 23,www.fagron.be,info@fagron.be
1804.,WILLY NAESSENS GENERAL CONTRACTOR,TESSENDERLO,41203,28,"23,969","9,485,048",0480 296 587,3980,Industrieweg 116,+32 13 29 27 27,www.naessensw-gc.be,info@naessensw-gc.be
1805.,GB BOUCHERIE,IZEGEM,28990,73,"23,963","23,595,091",0457 578 890,8870,Stuivenbergstraat 106,+32 51 31 21 41,,
1806.,NORTA,OLEN,45402,17,"23,958","15,440,711",0404 206 522,2250,Stadsestraat 39,+32 14 26 32 41,www.norta.be,info@norta.be
1807.,ALURAL LUMMEN,LUMMEN,25610,180,"23,950","20,997,516",0449 628 652,3560,Dellestraat 16,+32 13 52 10 42,www.alural.be,
1808.,MEUBELEN GERO,LIER,47591,40,"23,923","19,685,081",0415 070 027,2500,Aarschotsesteenweg 151,+32 3 480 42 26,www.geromeubelen.be,info@geromeubelen.be
1809.,TRUSTTEAM,KORTRIJK,62010,71,"23,899","40,628,792",0477 005 418,8500,Evolis 78,+32 56 23 46 00,www.trust-it.be/,info@trust-it.be
1810.,P GLOBAL SERVICES,ANTWERPEN,52290,50,"23,890","19,765,516",0895 455 993,2030,Mulhouselaan-Noord 5-7,+32 3 543 61 80,,
1811.,EURAQUA-EUROPE,WAREGEM,46494,37,"23,877","16,519,094",0415 179 794,8790,Textielstraat 13,+32 56 41 42 22,www.euraqua.com,
1812.,FRAXINUS,BEVEREN-ROESELARE,28299,24,"23,844","18,879,472",0459 423 672,8800,Wijnendalestraat 162,+32 51 30 78 53,www.fraxinus.be,
1813.,ELECTRICITEIT VANSTEENBRUGGHE,OUDENAARDE,43211,45,"23,839","22,675,334",0414 103 886,9700,Berchemweg 95,+32 55 33 15 90,www.vansteenbrugghe.be,info@vansteenbrugghe.be
1814.,HYLINE,DRONGEN,24200,68,"23,831","7,544,497",0460 856 995,9031,Booiebos 27,+32 9 244 78 18,www.hyline.be,info@hyline.be
1815.,VILLEROY & BOCH WELLNESS,ROESELARE,25991,87,"23,809","16,177,670",0443 157 168,8800,Populierstraat 1,+32 51 26 40 40,www.villeroy-boch.com,info@villeroy-boch.com
1816.,CALODAR,BERCHEM-ANTWERPEN,46736,22,"23,807","17,421,701",0404 289 268,2600,Ferdinand Coosemansstraat 66-74,+32 13 61 85 20,www.calodar.be,info@calodar.be
1817.,SULO BELGIUM,NINOVE,46699,61,"23,791","9,183,972",0432 823 502,9400,Ring-Oost 14,+32 54 31 31 31,www.plasticomnium.com,poinfo@po-b-nl.com
1818.,INSITES COMPAGES,WONDELGEM,73110,35,"23,785","65,896,932",0837 297 070,9032,Evergemsesteenweg 195,+32 9 269 15 00,www.insites.eu,
1819.,DIERICKX,ZELE,46321,12,"23,778","16,404,197",0422 204 673,9240,Baaikensstraat 12,+32 52 45 04 41,www.mariondierickx.com,dimeat@ping.be
1820.,GOBO INTERNATIONAL,LANAKEN,49410,68,"23,764","11,602,873",0403 877 811,3620,Tongersesteenweg 53,+32 89 71 00 11,www.gobointernational.be,info@gobointernational.be
1821.,PITTWAY,DIEGEM,46510,15,"23,754","6,258,122",0695 418 635,1831,Hermeslaan 1H,,,
1822.,INTERMAT,MEULEBEKE,77291,39,"23,748","10,633,461",0467 395 884,8760,Nijverheidsstraat 36,+32 51 48 87 68,www.intermat.be,info@intermat.be
1823.,CROWN HANDLING,KONTICH,46620,77,"23,722","13,867,761",0430 559 145,2550,Satenrozen 12,+32 3 450 71 71,www.crown.com,belgium@crown.com
1824.,KINESSO BELGIUM,HOEILAART,73120,10,"23,719","15,527,830",0503 829 975,1560,Ildefonse Vandammestraat 5-7D,+32 2 676 11 22,,
1825.,LEPLAE AUTOMOTIVE,WERVIK,45201,11,"23,707","9,227,938",0432 859 926,8940,Hoogweg 48,+32 59 50 73 00,www.citroen.be,
1826.,MICHIELSENS,LIER,43999,168,"23,705","25,085,642",0687 476 315,2500,Antwerpsesteenweg 386,+32 3 360 88 88,,
1827.,LUDO,KORTENBERG,46495,18,"23,697","13,380,404",0400 734 318,3070,Karel Van Miertstraat 7,+32 2 752 17 50,www.ludo.be,info@granvillebikes.com
1828.,VAN DER GUCHT BOUW,TEMSE,46731,21,"23,687","11,296,745",0405 987 857,9140,Eurolaan 3,+32 3 710 61 61,www.vandergucht.be,info@vandergucht.be
1829.,ZABRA REAL ESTATE,DRONGEN,41201,9,"23,645","30,952,703",0476 190 222,9031,Antoon Catriestraat 8 b.A,+32 9 365 60 70,www.arthus-woningbouw.be,centea.princen@worldonline.be
1830.,GEERTRANS-HELLINGS,EKSEL,49410,168,"23,621","18,541,921",0424 285 522,3940,Geerstraat 32,+32 89 36 95 43,www.transpo-hellings.com,info@transpo-hellings.com
1831.,HARINCK,WIELSBEKE,22230,66,"23,591","35,018,677",0435 337 285,8710,Heirweg 95,+32 56 66 60 64,www.harinck.be,harinck@skynet.be
1832.,OYSTERSHELL,MERELBEKE,72190,33,"23,578","18,161,671",0419 652 979,9820,Nijverheidsweg 10,+32 9 377 24 85,www.oystershell.be,info@oystershell.be
1833.,SOLID,SPIERE,16100,31,"23,575","14,950,360",0475 877 446,8587,IJzeren Bareel 8,+32 56 46 16 16,solidnv.com,solid@solidnv.com
1834.,MASSELUS,POPERINGE,47114,50,"23,562","7,768,748",0464 350 084,8970,Ieperseweg 10-14,+32 57 33 46 34,www.kineoostende.be,info@delhaizepop.be
1835.,CAAAP,SINT-DENIJS-WESTREM,41101,18,"23,555","34,338,353",0508 557 736,9051,Poortakkerstraat 94,+32 9 242 90 30,www.vanhaerents.be,
1836.,DEWAHOUT,DEINZE,46732,27,"23,544","9,850,483",0464 989 591,9800,Filliersdreef 25,+32 9 380 14 26,www.dewahout.be,info@dewahout.be
1837.,PUNCH METALS,HAMONT,29320,107,"23,508","17,968,566",0461 823 334,3930,Nobelstraat 2,+32 11 39 93 00,www.punchmetals.com,info@punchmetals.com
1838.,VAN HUELE GEBROEDERS,OOSTENDE,41201,100,"23,496","9,368,826",0405 299 355,8400,Zandvoordestraat 453,+32 59 50 08 57,www.van-huele.be,van.huele.gebrs@cobonet.be
1839.,V&D MOTORS,TIELT,45113,16,"23,482","7,598,719",0860 291 317,8700,Schuiferskapelsesteenweg 65 A,+32 51 40 36 34,www.vdomotors.co.nz,
1840.,DRAGER SAFETY BELGIUM,WEMMEL,46699,60,"23,478","15,303,191",0476 476 173,1780,Heide 10,+32 2 462 62 11,www.draeger.com/sites/fr_be/pages/default.aspx,
1841.,GHEERAERT TRANSPORT,LOPPEM,49410,131,"23,475","9,601,128",0415 561 460,8210,Autobaan 10,+32 50 83 38 00,www.gheeraert.be,transport@gheeraert.be
1842.,CONXION,DEERLIJK,46510,85,"23,462","9,478,822",0458 974 603,8540,Hoogstraat 134,+32 56 73 11 21,www.conxion.be,info@conxion.be
1843.,ZEELANDIA,WOMMELGEM,46389,42,"23,421","7,295,997",0404 069 138,2160,Nijverheidsstraat 58 60,+32 495 221 499,www.zeelandia.be,info@zeelandia.be
1844.,IMDA,SCHOTEN,25731,67,"23,420","12,213,849",0423 352 243,2900,Eekhoornlei 5,+32 3 658 42 69,www.imda.be,info@imda.be
1845.,OETERBETON,NEEROETEREN,23610,79,"23,392","36,422,730",0415 990 240,3680,Hooggeistersveld 15,+32 89 86 01 00,www.oeterbeton.be,info@oeterbeton.be
1846.,LIANTIS CORPORATE,BRUGGE,70100,214,"23,388","12,435,139",0869 494 241,8000,Sint-Clarastraat 48,+32 50 47 41 11,www.admb.be,
1847.,FRIGO,ANTWERPEN,46321,12,"23,373","4,400,112",0404 703 497,2060,Lange Lobroekstraat 120,+32 3 272 29 09,www.frigo.be,poels@frigo.be
1848.,SYSMEX BELGIUM,HOEILAART,46460,59,"23,343","11,245,140",0413 137 549,1560,Terhulpsesteenweg 6A,+32 2 769 74 74,www.goffinmeyvis.com,info@goffinmeyvis.com
1849.,DS SMITH PACKAGING MARKETING,DIEGEM,82990,69,"23,324","54,462,822",0421 120 154,1831,Leonardo da Vincilaan 2,+32 2 718 37 11,,
1850.,HULTAFORS GROUP BELGIUM,BORGERHOUT,47512,21,"23,314","5,665,524",0444 346 706,2140,Joe Englishstraat 54,+32 3 201 03 00,www.hultaforsgroup.at,info@snickers.be
1851.,BRAND ENERGY & INFRASTRUCTURE SERVICES,ANTWERPEN,43291,96,"23,309","11,863,129",0438 817 310,2030,Mannheimweg 1,+32 3 770 89 91,www.beis.com,
1852.,CULOBEL,HOFSTADE-BIJ-AALST,25999,72,"23,304","16,171,161",0405 714 970,9308,Hekkestraat 16,+32 53 77 78 88,www.culobel.be,info@culobel.be
1853.,MARMORITH BETONINDUSTRIE,HOUTHALEN,23610,106,"23,302","22,863,654",0401 329 085,3530,Zwaluwstraat 21,+32 53 76 73 73,www.marmorith.com,info@marmorith.be
1854.,P. VAN EGDOM-MARIEN & CO,HEIST-OP-DEN-BERG,49410,48,"23,299","17,793,997",0425 653 519,2220,Schoorstraat 40,+32 15 64 92 99,www.vanegdom.be,vanegdom@online.be
1855.,DE BUF HYDRAULIEK,OOSTKAMP,28990,42,"23,295","9,232,898",0445 933 051,8020,Brugsestraat 192,+32 50 83 15 15,www.debuf.be,verkoop@debuf.be
1856.,DEBRUYNE,ARDOOIE,13100,20,"23,270","14,557,114",0415 003 909,8850,Pittemsestraat 26,+32 51 74 49 41,www.debruyne.be,info@debruyne-flax.be
1857.,THERMOCO,ANTWERPEN,43222,123,"23,268","8,802,603",0438 269 259,2030,Haïfastraat 5,+32 3 561 06 70,www.thermoco.be,info@thermoco.be
1858.,MOBIX REMACOM,BEERVELDE,42110,60,"23,206","15,785,706",0449 839 676,9080,Hoogstraat 2,+32 9 356 98 24,nl.cfe.be,remacom@skynet.be
1859.,LA CONCORDE,MERCHTEM,46331,28,"23,200","9,238,976",0475 275 452,1785,Brusselsesteenweg 192,+32 2 460 53 40,www.laconcorde.be,laconcorde@scarlet.be
1860.,EBE,BERCHEM-ANTWERPEN,52220,117,"23,192","99,739,052",0650 791 608,2600,De Merodelei 1,,,
1861.,ACA IT - SOLUTIONS,HASSELT,62020,121,"23,190","7,570,160",0439 340 516,3500,Herkenrodesingel 8B b.2.01,+32 11 26 50 10,www.aca-it.be,hasselt@aca.it
1862.,SABIC BELGIUM,GENK,46751,89,"23,156","79,346,863",0402 000 464,3600,Geleenlaan 35,+32 89 57 47 00,www.sabic.eu,info.dso-be@dsm.com
1863.,CODIPACK,OLEN,46699,51,"23,156","9,682,801",0442 051 566,2250,Industrielaan 8,+32 14 25 40 40,www.codipack.com,info@codipack.com
1864.,CONTI-LINES SHIPPING,WILRIJK,52249,15,"23,152","10,006,770",0898 760 230,2610,Sneeuwbeslaan 14,+32 3 545 35 11,,
1865.,REM B,BEERSE,28120,58,"23,145","13,300,770",0427 417 533,2340,Rouwbergskens 5,+32 14 62 28 60,rem-b.com,andrev@pandora.be
1866.,DE MANDEL,ROESELARE,68202,51,"23,143","509,035,628",0405 553 535,8800,Groenestraat 224,+32 51 23 35 00,www.demandel.be,info@de-mandel.woonnet.be
1867.,STEEN VASTGOED,KAPELLEN,71111,23,"23,131","9,983,663",0465 263 864,2950,Hoogboomsteenweg 190 b.1,+32 3 666 79 46,www.steenvastgoed.be,
1868.,UNIPART,TIENEN,45310,42,"23,099","25,162,748",0424 742 313,3300,Industriepark 33,+32 16 82 01 01,,
1869.,REAL TOBACCO,VEURNE,47260,14,"23,096","33,138,861",0420 136 296,8630,Monnikshoekstraat 21,+32 58 23 75 51,www.realtobacco.be,resto.real@tiscali.be
1870.,VAN MAERCKE PREFAB,KLUISBERGEN,23610,93,"23,096","18,663,243",0405 100 407,9690,Scheldekaai 9,+32 55 39 02 50,www.structo.be,info@structo.be
1871.,COGGHE EN CIE,WOMMELGEM,41201,54,"23,085","23,049,926",0403 709 149,2160,Nijverheidsstraat 106,+32 3 355 15 15,www.cogghe.com,info@cogghe.com
1872.,AVANADE BELGIUM,MERELBEKE,70220,141,"23,075","16,316,355",0480 059 829,9820,Guldensporenpark 76 b.H,+32 9 272 91 00,www.avanade.com,
1873.,FRANCOVERA,WERVIK,25120,50,"23,056","17,669,281",0439 243 912,8940,Hoogweg 46,+32 56 31 00 31,www.brustor.com,francovera@francovera.be
1874.,LORELAY TRANSPORT CHARTERING,ESSEN,42219,11,"23,050","131,379,099",0638 774 593,2910,Stationsstraat 180,,,
1875.,ENZAFRUIT NEW ZEALAND (CONTINENT),SINT-TRUIDEN,46319,13,"23,039","6,555,562",0425 134 568,3800,Tongersesteenweg 135,+32 11 68 99 41,www.enzafruit.be,continent.info@enzafruit.be
1876.,UNIT-T FIELD SERVICES,MECHELEN,63110,216,"23,030","19,969,230",0695 841 376,2800,Schaliënhoevedreef 20T,+32 15 68 77 77,,
1877.,VERKOOP CARNOY NEGOCE,GENT,46742,36,"22,997","14,709,041",0400 017 112,9000,Afrikalaan 203,+32 9 255 55 55,www.carnoy.be,info@carnoy.be
1878.,VERBRUGGEN,TEMSE,42110,68,"22,982","15,706,982",0439 524 816,9140,Doornstraat 54,+32 3 227 29 83,www.verbruggen.be,info@verbruggen.be
1879.,BERRY SUPERFOS WETTEREN,WETTEREN,22220,73,"22,981","19,890,116",0435 705 984,9230,Biezeweg 19,+32 9 252 31 01,www.superfos.com,wetteren@superfos.com
1880.,KYOCERA DOCUMENT SOLUTIONS BELGIUM,ZAVENTEM,46510,38,"22,981","12,124,919",0420 720 177,1930,Sint-Martinusweg 199-201,+32 2 720 92 70,www.kyoceradocumentsolutions.be,info@kyoceramita.be
1881.,EQUINOX,WIJNEGEM,46321,51,"22,980","8,267,505",0401 956 815,2110,Bijkhoevelaan 20,+32 3 326 38 48,www.equinox.be,
1882.,ALFAFLEX,MECHELEN,46742,25,"22,976","17,680,003",0422 583 468,2800,Maanstraat 4,+32 15 55 60 21,,info@alfaflex.com
1883.,DOCKX & COMPANY,RUISELEDE,46900,30,"22,974","9,878,769",0412 023 336,8755,Industriestraat 8A,+32 51 40 31 42,www.dockx-mechelen.be,info@dockx-mechelen.be
1884.,C-MAC ELECTROMAG,RONSE,27900,167,"22,959","22,890,284",0413 643 533,9600,Industriëlestraat 4,+32 55 21 53 51,www.cmac.com,
1885.,VR MAASMECHELEN TOURIST OUTLETS,EISDEN,82990,25,"22,956","41,185,210",0465 707 490,3630,Zetellaan 100,+32 89 77 40 00,,
1886.,MEUBELEN VERBERCKMOES,SINT-GILLIS-WAAS,47591,53,"22,942","13,386,361",0449 150 778,9170,Reepstraat 121,+32 3 727 13 00,www.verberckmoes.be,info@verberckmoes.be
1887.,SARENS BESTUUR,WOLVERTEM,70100,55,"22,934","848,869,297",0451 416 125,1861,Autoweg 10,+32 52 31 93 19,www.sarens.com,info@sarens.com
1888.,BESIX UNITEC AUTOMATION,BURCHT,43211,120,"22,927","17,405,497",0630 982 030,2070,Baarbeek 1,+32 3 641 17 70,www.agidens.com/nl/automation/turnkey-automated-so,
1889.,PREDALCO,LOKEREN,23610,22,"22,921","17,270,823",0866 426 764,9160,Maesbossen 2,+32 9 326 92 50,,
1890.,FERRING,AALST,46180,21,"22,899","10,176,767",0428 038 135,9300,Capucienenlaan 93 C,+32 53 72 92 00,www.ferring.be,
1891.,LS BEDDING,MALDEGEM,31030,114,"22,896","11,179,818",0405 105 355,9990,Bogaardestraat 228 b.B,+32 50 72 99 70,www.lsbedding.com,
1892.,SENSIENT FLAVORS BELGIUM,HEVERLEE,20530,47,"22,894","25,707,087",0402 131 910,3001,Interleuvenlaan 37,+32 16 39 88 50,www.sensient-tech.com,
1893.,MODERNA PRODUCTS,IZEGEM,22210,61,"22,886","19,218,924",0405 574 519,8870,Zuidkaai 35,+32 476 411 118,www.modernaproducts.be,info@modernaproducts.be
1894.,VAN MOER DISTRIBUTION,ZELLIK,49410,203,"22,879","7,680,783",0416 980 927,1731,Isidoor Crokaertstraat 25,+32 496 162 800,www.vanmoer.com,
1895.,STOROPACK BENELUX,MACHELEN (BT.),46493,34,"22,875","10,052,566",0445 123 595,1830,Nieuwbrugstraat 79,+32 2 756 80 90,www.storopack.com,sales.benelux@storopack.com
1896.,GARAGE GEERAERTS,LENNIK,45402,24,"22,874","5,319,230",0412 890 891,1750,Ninoofsesteenweg 103,+32 2 582 17 17,www.geeraerts.be,ford.lennik@geeraerts.be
1897.,ALGEMENE BOUWONDERNEMING VLASSAK-VERHULST,'S GRAVENWEZEL,41201,54,"22,840","22,908,044",0439 229 955,2970,Moerstraat 53,+32 3 685 07 00,www.vlassakverhulst.com,
1898.,PAESEN TRUCKS ZOLDER,ZOLDER,45191,33,"22,829","9,998,094",0478 867 917,3550,Dellestraat 29,+32 13 53 03 60,www.hoflijk.be,
1899.,NOBEL BIOCARE BELGIUM,MECHELEN,32500,29,"22,827","9,272,606",0864 916 237,2800,Stationsstraat 102-108,+32 2 467 41 70,,
1900.,ROECOL,LOKEREN,10711,37,"22,826","16,837,109",0849 963 488,9160,Spieveldstraat 4,+32 9 337 75 10,www.roecol.be,
1901.,E.S.C.,EKE,62020,129,"22,825","7,417,574",0469 649 056,9810,Oude Eedstraat 4,+32 9 329 93 06,www.esc.be,info@esc.be
1902.,BETOCOR,HOOGLEDE,43996,43,"22,821","8,705,093",0884 683 055,8830,Diksmuidesteenweg 17,+32 51 20 99 90,betocor.be,
1903.,WARA-SHOP,GENK,45113,53,"22,794","10,129,358",0407 626 959,3600,Stalenstraat 86,+32 89 48 05 90,www.wara.be,
