,Naam,Gemeente,"Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Omzet
EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",WCM - Naam,Telefoon,E-mail adres,"BvD ID
nummer","Netto toegevoegde waarde
EUR
Laatst beschikb. jr",Ondernemingsnummer,Adres,Postcode,Web adres,"Ibid, omschrijving",Beursnotatie
287,SIXT BELGIUM,DIEGEM,73,22085832,60053982,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 753 25 60,,BE0465341266,9422908,0465 341 266,Kouterveldstraat 6 b.C,1831,www.sixt.com,"Verhuur en lease van personenauto's en lichte bestelwagens (< 3,5 ton)",Niet beursgenoteerd
288,SARENS BESTUUR,WOLVERTEM,47,21937288,816666568,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 52 31 93 19,info@sarens.com,BE0451416125,9376711,0451 416 125,Autoweg 10,1861,www.sarens.com,Activiteiten van hoofdkantoren,Niet beursgenoteerd
289,CENNOX CASH SERVICES,VILVOORDE,193,21921295,9361301,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 653 22 74,celds@skynet.be,BE0435463880,11926813,0435 463 880,Radiatorenstraat 41,1800,www.celds.com,"Overige ondersteunende activiteiten in verband met financiële diensten, exclusief verzekeringen en pensioenfondsen, n.e.g.",Niet beursgenoteerd
290,REHAU,HEVERLEE,17,21826222,5811730,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 39 99 11,info.bel@rehau.com,BE0406135634,4466877,0406 135 634,Grauwmeer 1/12 b.65,3001,www.rehau.be,"Vervaardiging van platen, vellen, buizen en profielen van kunststof",Niet beursgenoteerd
291,KEYRUS,STROMBEEK-BEVER,87,21675735,15831265,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 706 03 00,,BE0458237106,9615293,0458 237 106,Nijverheidslaan 3 b.2,1853,www.solidpartners.be,Computerconsultancy-activiteiten,Niet beursgenoteerd
292,VANTHIENEN,TIENEN,34,21658628,13544934,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 76 64 18,,BE0418655859,1309768,0418 655 859,Sint-Maurusweg 21,3300,,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
293,CAMCO TECHNOLOGIES,HEVERLEE,120,21618548,16864422,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 40 41 41,info@camco.be,BE0465771828,10430646,0465 771 828,Technologielaan 13,3001,www.camco.be,"Ingenieurs en aanverwante technische adviseurs, exclusief landmeters",Niet beursgenoteerd
294,SENSIENT FLAVORS BELGIUM,HEVERLEE,45,21579154,24151531,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 39 88 50,,BE0402131910,6814329,0402 131 910,Interleuvenlaan 37,3001,www.sensient-tech.com,Vervaardiging van industriële gassen,Niet beursgenoteerd
295,HYDROKO,RAMSDONK,23,21547154,15407269,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 15 71 19 70,,BE0425052218,3911475,0425 052 218,Oudemanstraat 14,1880,www.hydroko.com,Vervaardiging van andere kranen en dergelijke artikelen,Niet beursgenoteerd
296,AVNET EUROPE EXECUTIVE,DIEGEM,9,21546606,156235615,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 270 10 03,,BE0632679431,19441512,0632 679 431,De Kleetlaan 3,1831,www.avnet.com,Activiteiten van hoofdkantoren,Niet beursgenoteerd
297,CROES,GEETBETS,39,21437045,14967900,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 48 04 70,info@croesbvba.be,BE0416847602,6147586,0416 847 602,Ganzenweg 9,3450,www.croesbvba.be,Bouwrijp maken van terreinen,Niet beursgenoteerd
298,AMACRO,HUIZINGEN,36,21255847,20654561,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 473 941 584,info@amacro.be,BE0450113850,5879385,0450 113 850,Heideveld 50,1654,www.amacro.be,"Groothandel in bouwmaterialen, algemeen assortiment",Niet beursgenoteerd
299,WORLDWIDE FLIGHT SERVICES BELGIUM,MACHELEN (BT.),147,21230842,11390238,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 753 58 00,,BE0549867462,11990702,0549 867 462,Bedrijven Machelen-Cargo 832,1830,www.wfsbelgium.com,Diensten in verband met de luchtvaart,Niet beursgenoteerd
300,HOPPECKE BELGIUM,ZEMST,43,21220602,7888166,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 499 104 261,hoppecke@hoppecke.be,BE0417352693,3606584,0417 352 693,Brusselsesteenweg 123,1980,www.hoppecke.com,Vervaardiging van batterijen en accumulatoren,Niet beursgenoteerd
301,CARL ZEISS,ZAVENTEM,36,21178714,10727133,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 719 39 11,info@zeiss.be,BE0440998523,5093888,0440 998 523,Ikaroslaan 49,1930,www.zeiss.be,Groothandel in foto- en filmapparatuur en in andere optische artikelen,Niet beursgenoteerd
302,KYOCERA DOCUMENT SOLUTIONS BELGIUM,ZAVENTEM,39,21155093,11300547,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 720 92 70,info@kyoceramita.be,BE0420720177,3947044,0420 720 177,Sint-Martinusweg 199-201,1930,www.kyoceradocumentsolutions.be,"Detailhandel in computers, randapparatuur en software in gespecialiseerde winkels",Niet beursgenoteerd
303,THE RING RING COMPANY,DIEGEM,29,21073810,6446524,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 334 23 00,sales@ringring.be,BE0445262068,2999469,0445 262 068,Culliganlaan 2/F,1831,www.ringring.be,Draadloze telecommunicatie,Niet beursgenoteerd
304,LIVINGWOOD BOUWBEDRIJVEN,ATTENRODE,33,21017161,12953890,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 14 44 00 96,,BE0478606512,5099470,0478 606 512,Torenstraat 10,3384,www.livingwood.be,Overige gespecialiseerde bouwwerkzaamheden,Niet beursgenoteerd
305,STANLEY SECURITY EUROPE,DIEGEM,4,20993757,725043510,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 15 29 42 00,info@securitassystems.be,BE0427033590,1620160,0427 033 590,De Kleetlaan 5BC,1831,www.stanleysecuritysolutions.be,Activiteiten van hoofdkantoren,Niet beursgenoteerd
306,SYSMEX BELGIUM,HOEILAART,60,20974136,10630132,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 769 74 74,info@goffinmeyvis.com,BE0413137549,6906957,0413 137 549,Terhulpsesteenweg 6A,1560,www.goffinmeyvis.com,Niet-gespecialiseerde groothandel,Niet beursgenoteerd
307,EXPEDITORS INTERNATIONAL,MACHELEN (BT.),133,20953707,21869709,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 759 75 79,,BE0440971797,12925592,0440 971 797,Bedrijven Machelen-Cargo 834,1830,www.expd.com,Overige vervoerondersteunende activiteiten,Niet beursgenoteerd
308,IMS BELGIUM,LONDERZEEL,17,20950343,8613607,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 52 30 71 00,sidero@sidero.be,BE0402976701,1167595,0402 976 701,Oudemanstraat 17,1840,www.ims-belgium.biz,Groothandel in gereedschapswerktuigen,Niet beursgenoteerd
309,PELLIKAAN BOUWBEDRIJF,ZAVENTEM,29,20941513,10736780,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 720 58 45,info@pellikaan.be,BE0400695617,2661847,0400 695 617,Excelsiorlaan 1 b.4,1930,www.pellikaan.be,Algemene bouw van andere niet-residentiële gebouwen,Niet beursgenoteerd
310,GRUNENTHAL,SINT-STEVENS-WOLUWE,33,20880349,9480561,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 290 52 00,info@grunenthal.be,BE0403085874,5790197,0403 085 874,Lenneke Marelaan 8,1932,www.grunenthal.com,Groothandel in farmaceutische producten,Niet beursgenoteerd
311,PITTWAY,DIEGEM,16,20855710,5859018,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0695418635,2705806,0695 418 635,Hermeslaan 1H,1831,,"Groothandel in elektrisch materiaal, inclusief installatiemateriaal",Niet beursgenoteerd
312,SUBARU BENELUX,ZAVENTEM,12,20744701,25478775,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 254 75 11,info@subaru.be,BE0414026979,2152213,0414 026 979,Leuvensesteenweg 555 b.1,1930,www.subaru.be,"Groothandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
313,ITTERBEEK,SINT-KATHERINA-LOMBEEK,54,20715753,9035142,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 582 66 66,itterbeek@skynet.be,BE0407119589,3749930,0407 119 589,Assesteenweg 244,1742,,"Goederenvervoer over de weg, m.u.v. verhuisbedrijven",Niet beursgenoteerd
314,ARHS DIGITAL,SINT-STEVENS-WOLUWE,96,20613560,8461438,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0672500406,10515828,0672 500 406,Woluwedal 30,1932,www.arhs-group.com/entities/digital,Computerconsultancy-activiteiten,Niet beursgenoteerd
315,SDL BELGIUM,LEUVEN,41,20510583,15956500,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 29 63 83,sales.belgium@sdl.com,BE0475302077,6203097,0475 302 077,Vital Decosterstraat 44,3000,www.sdlintl.com,Vertalers en tolken,Niet beursgenoteerd
316,AVIAPARTNER CARGO,BRUCARGO (ZAVENTEM),202,20474080,7757816,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 723 04 80,,BE0563910290,11335421,0563 910 290,Bedrijven Machelen-Cargo,1931,www.aviapartner.aero,Overige vervoerondersteunende activiteiten,Niet beursgenoteerd
317,UNICAS,OETINGEN,31,20452568,15102303,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 54 30 03 01,,BE0423165072,4114532,0423 165 072,Kerkstraat 38,1755,www.unicas.be,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
318,GMS STORE,HERENT,22,20390645,7738520,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 40 00 23,,BE0811494971,981842,0811 494 971,Brusselsesteenweg 33,3020,www.gms-store.com,"Groothandel in andere motorvoertuigen (> 3,5 ton)",Niet beursgenoteerd
319,WELLPET BELGIUM,DIEGEM,15,20326155,10826833,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0638908811,2452668,0638 908 811,Leonardo da Vincilaan 19,1831,www.wellpet.com,Vervaardiging van voeders voor huisdieren,Niet beursgenoteerd
320,GARAGE HEREMANS,GROOT-BIJGAARDEN,25,20312808,7017925,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 465 19 74,,BE0437883437,1731872,0437 883 437,Robert Dansaertlaan 102,1702,www.volkswagen.be/,"Algemeen onderhoud en reparatie van auto's en lichte bestelwagens (? 3,5 ton)",Niet beursgenoteerd
321,EATON INDUSTRIES (BELGIUM),GROOT-BIJGAARDEN,37,20254311,22037132,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 719 88 00,,BE0403129030,4503984,0403 129 030,Industrialaan 3,1702,eaton.com,"Groothandel in elektrisch materiaal, inclusief installatiemateriaal",Niet beursgenoteerd
322,MLD AUTOMOTIVE,DIEST,21,20222851,7327066,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 33 33 86,,BE0477624436,1404158,0477 624 436,Turnhoutsebaan 43,3290,,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
323,LA CONCORDE,MERCHTEM,30,20208755,7960979,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 460 53 40,laconcorde@scarlet.be,BE0475275452,2690802,0475 275 452,Brusselsesteenweg 192,1785,www.laconcorde.be,Groothandel in zuivelproducten en eieren,Niet beursgenoteerd
324,BULEX SERVICES,DROGENBOS,239,20177919,7314419,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 555 13 13,,BE0838048920,13816016,0838 048 920,Golden Hopestraat 15,1620,,"Groothandel in elektrisch materiaal, inclusief installatiemateriaal",Niet beursgenoteerd
325,ADESA BELGIUM,TIENEN,29,20101023,7447020,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 38 00 68,,BE0895976429,3273704,0895 976 429,Grijpenlaan 19 A,3300,www.carsontheweb.com,"Groothandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
326,SODECO VALVES,TERNAT,34,20046450,10061642,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 583 55 00,sodeco@sodeco.be,BE0438483748,3435865,0438 483 748,Morettestraat 5,1740,www.sodeco.be,"Groothandel in andere machines en werktuigen, n.e.g.",Niet beursgenoteerd
327,PACIFIC INDUSTRIES EUROPE,DIEGEM,3,19778553,9817724,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 709 21 65,,BE0846257791,1542034,0846 257 791,Pegasuslaan 5,1831,www.pacific-ind.co.jp/eng/company/ww/w14,Handelsbemiddeling en groothandel in onderdelen en accessoires van motorvoertuigen,Niet beursgenoteerd
328,CEULEMANS HERENT,HERENT,17,19704692,4874470,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 43 73 59,info@haasrode.audi.be,BE0419235384,1192327,0419 235 384,Brusselsesteenweg 45,3020,www.audi-ceulemans.be,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
329,MEDISCH CENTRUM VOOR HUISARTSEN VAN HET LEUVENSE,LEUVEN,129,19680699,12379870,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 31 01 00,,BE0405775051,8571820,0405 775 051,Maria-Theresiastraat 63A,3000,,Activiteiten van medische laboratoria,Niet beursgenoteerd
330,VEOLIA WATER TECHNOLOGIES BELGIUM,TIENEN,26,19658614,21891837,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 78 16 20,info@ibtv.be,BE0465515965,3257859,0465 515 965,Esperantolaan 5,3300,www.veoliawaterst.be,"Ingenieurs en aanverwante technische adviseurs, exclusief landmeters",Niet beursgenoteerd
331,E-GRAPHICS,ZAVENTEM,45,19616575,29449417,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0444878226,7129572,0444 878 226,Excelsiorlaan 75-77,1930,,Reclamebureaus,Niet beursgenoteerd
332,SYMETA HYBRID,HEVERLEE,83,19612109,15803806,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 84 10 50,,BE0867583935,9568314,0867 583 935,Interleuvenlaan 50,3001,,Overige drukkerijen,Niet beursgenoteerd
